"creelID","Region","FishingMode","site_method","species","species_group"
"LakeMichigan.CUP.20240727.515","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.CUP.20240727.515","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"LakeMichigan.CUP.20240724.516","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240723.517","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240723.517","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"MilwaukeeRiver.RSP.20240723.517","Great Lakes","Shore","Great Lakes Shore","carp","Other / Non-game"
"MilwaukeeRiver.RSP.20240723.517","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.RSP.20240723.517","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240722.519","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.EBP.20240722.520","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240722.520","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240722.520","Great Lakes","Shore","Great Lakes Shore","green_sunfish","Panfish"
"LakeMichigan.CUP.20240804.523","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"LakeMichigan.CUP.20240804.523","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"MilwaukeeRiver.EBP.20240729.525","Great Lakes","Shore","Great Lakes Shore","black_crappie","Panfish"
"LakeMichigan.LSSP.20240721.526","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.LSSP.20240721.526","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.LSSP.20240721.527","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.LSSP.20240721.527","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.LSSP.20240721.527","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.LSSP.20240721.527","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.EBP.20240803.529","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240803.530","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240803.530","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240803.530","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.EBP.20240803.531","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.EBP.20240803.532","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240803.532","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240803.532","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.EBP.20240803.532","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"LakeMichigan.SSMP.20240802.534","Great Lakes","Boat","Great Lakes Boat","brown_trout","Gamefish"
"LakeMichigan.SSMP.20240802.535","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240802.535","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240802.535","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240731.536","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.MM.20240731.536","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.MM.20240731.536","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240731.537","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240731.537","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.CUP.20240730.539","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"LakeMichigan.CUP.20240730.539","Great Lakes","Shore","Great Lakes Shore","yellow_perch","Panfish"
"MilwaukeeRiver.KLP.20240804.540","Great Lakes","Shore","Great Lakes Shore","creek_chub","Other / Non-game"
"MilwaukeeRiver.KLP.20240804.541","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240804.542","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240820.543","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.MM.20240820.543","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240820.543","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"LakeMichigan.MM.20240820.543","Great Lakes","Shore","Great Lakes Shore","carp","Other / Non-game"
"MilwaukeeRiver.KLP.20240820.544","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.KLP.20240820.544","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"LakeMichigan.SSMP.20240824.545","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.545","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.LSSP.20240819.546","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"LakeMichigan.LSSP.20240819.546","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.LSSP.20240819.546","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.SSMP.20240817.548","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"LakeMichigan.SSMP.20240817.548","Great Lakes","Shore","Great Lakes Shore","panfish","Panfish"
"LakeMichigan.SSMP.20240817.548","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"LakeMichigan.CUP.20240814.549","Great Lakes","Shore","Great Lakes Shore","yellow_perch","Panfish"
"LakeMichigan.CUP.20240814.550","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.CUP.20240814.551","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"MilwaukeeRiver.CEP.20240708.553","Great Lakes","Boat","Great Lakes Boat","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240708.554","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.CEP.20240708.554","Great Lakes","Shore","Great Lakes Shore","green_sunfish","Panfish"
"MilwaukeeRiver.CEP.20240808.556","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240807.557","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.RSP.20240807.557","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240814.560","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.RSP.20240814.560","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"MilwaukeeRiver.RSP.20240814.560","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.SSMP.20240813.561","Great Lakes","Boat","Great Lakes Boat","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240803.562","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.MM.20240803.562","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240803.562","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.MM.20240803.562","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240803.562","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"LakeMichigan.SSMP.20240813.563","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240813.563","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.563","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.564","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240813.564","Great Lakes","Boat","Great Lakes Boat","brown_trout","Gamefish"
"LakeMichigan.SSMP.20240813.564","Great Lakes","Boat","Great Lakes Boat","lake_trout","Gamefish"
"LakeMichigan.SSMP.20240813.564","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.564","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.565","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.565","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.566","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.566","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"MilwaukeeRiver.KLP.20240808.567","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"LakeMichigan.SSMP.20240813.568","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240813.568","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.569","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240813.569","Great Lakes","Boat","Great Lakes Boat","brown_trout","Gamefish"
"LakeMichigan.SSMP.20240813.569","Great Lakes","Boat","Great Lakes Boat","lake_trout","Gamefish"
"LakeMichigan.SSMP.20240813.569","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"MilwaukeeRiver.KLP.20240804.570","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240812.571","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240812.572","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240812.572","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.CEP.20240812.572","Great Lakes","Shore","Great Lakes Shore","flathead_catfish","Gamefish"
"MilwaukeeRiver.KLP.20240808.574","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.KLP.20240808.574","Great Lakes","Shore","Great Lakes Shore","shiners","Other / Non-game"
"MilwaukeeRiver.KLP.20240808.574","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240808.574","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240808.575","Great Lakes","Shore","Great Lakes Shore","muskellunge","Gamefish"
"MilwaukeeRiver.KLP.20240808.575","Great Lakes","Shore","Great Lakes Shore","northern_pike","Gamefish"
"MilwaukeeRiver.KLP.20240808.575","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240808.575","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.LSSP.20240806.576","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.LSSP.20240806.576","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.LSSP.20240806.576","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.KLP.20240804.577","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240819.578","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240819.578","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240819.578","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.RSP.20240819.578","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.RSP.20240819.579","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.RSP.20240819.579","Great Lakes","Shore","Great Lakes Shore","black_crappie","Panfish"
"MilwaukeeRiver.RSP.20240819.580","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240819.581","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240819.582","Great Lakes","Shore","Great Lakes Shore","green_sunfish","Panfish"
"MilwaukeeRiver.CEP.20240821.583","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240821.583","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240821.583","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.CEP.20240821.583","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.CEP.20240821.584","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"LakeMichigan.SSMP.20240824.585","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.LSSP.20240819.586","Great Lakes","Shore","Great Lakes Shore","panfish","Panfish"
"LakeMichigan.SSMP.20240818.587","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.SSMP.20240818.587","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.LSSP.20240819.588","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.LSSP.20240819.588","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"LakeMichigan.LSSP.20240819.588","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.LSSP.20240819.588","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"MilwaukeeRiver.KLP.20240820.589","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240820.589","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240820.590","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240820.590","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.KLP.20240820.591","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.SSMP.20240829.592","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240829.592","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240829.592","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.KLP.20240820.593","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.594","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.594","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.594","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.EBP.20240824.594","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"MilwaukeeRiver.EBP.20240824.594","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.CUP.20240831.596","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"LakeMichigan.CUP.20240831.596","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.CUP.20240831.596","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.CUP.20240831.596","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.597","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.597","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.598","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.598","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240824.598","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.599","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.599","Great Lakes","Boat","Great Lakes Boat","brown_trout","Gamefish"
"LakeMichigan.SSMP.20240824.599","Great Lakes","Boat","Great Lakes Boat","lake_trout","Gamefish"
"LakeMichigan.SSMP.20240824.599","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240824.599","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.MM.20240825.600","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240825.600","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.601","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240824.601","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.SSMP.20240824.601","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240825.604","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240825.604","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.MM.20240825.605","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240825.605","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.MM.20240825.605","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"LakeMichigan.MM.20240825.605","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.MM.20240825.605","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.HUBP.20240826.607","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.HUBP.20240826.607","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.HUBP.20240826.607","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.HUBP.20240826.607","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"MilwaukeeRiver.KLP.20240829.608","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.KLP.20240829.608","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.KLP.20240829.608","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240830.609","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240830.609","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240830.609","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.MM.20240830.609","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"LakeMichigan.MM.20240830.610","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240824.611","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.611","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"LakeMichigan.SSMP.20240829.612","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"LakeMichigan.SSMP.20240829.612","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.SSMP.20240829.612","Great Lakes","Boat","Great Lakes Boat","drum","Other / Non-game"
"MilwaukeeRiver.CEP.20240907.613","Great Lakes","Shore","Great Lakes Shore","black_crappie","Panfish"
"MilwaukeeRiver.CEP.20240907.613","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.CEP.20240907.614","Great Lakes","Shore","Great Lakes Shore","northern_pike","Gamefish"
"MilwaukeeRiver.CEP.20240907.614","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240907.614","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.CEP.20240907.614","Great Lakes","Shore","Great Lakes Shore","yellow_perch","Panfish"
"MilwaukeeRiver.CEP.20240907.614","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.EBP.20240913.615","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240913.615","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"MilwaukeeRiver.EBP.20240913.615","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240913.615","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240913.615","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.EBP.20240913.616","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.CEP.20240907.617","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240913.618","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240913.619","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240914.620","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.621","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.622","Great Lakes","Shore","Great Lakes Shore","walleye","Gamefish"
"LakeMichigan.MM.20240912.623","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.MM.20240912.623","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240912.623","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.KLP.20240927.624","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.KLP.20240927.624","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.625","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240914.625","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.626","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240914.626","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.627","Great Lakes","Shore","Great Lakes Shore","steelhead","Gamefish"
"LakeMichigan.MM.20240914.627","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240914.627","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.627","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"LakeMichigan.MM.20240914.627","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.MM.20240914.628","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"LakeMichigan.MM.20240914.628","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"LakeMichigan.MM.20240914.628","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"LakeMichigan.MM.20240914.629","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"LakeMichigan.MM.20240914.629","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240914.629","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"LakeMichigan.MM.20240901.630","Great Lakes","Boat","Great Lakes Boat","steelhead","Gamefish"
"LakeMichigan.MM.20240901.630","Great Lakes","Boat","Great Lakes Boat","brown_trout","Gamefish"
"LakeMichigan.MM.20240901.630","Great Lakes","Boat","Great Lakes Boat","lake_trout","Gamefish"
"LakeMichigan.MM.20240901.630","Great Lakes","Boat","Great Lakes Boat","chinook_salmon","Gamefish"
"LakeMichigan.MM.20240901.630","Great Lakes","Boat","Great Lakes Boat","coho_salmon","Gamefish"
"MilwaukeeRiver.RSP.20240826.631","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.RSP.20240826.631","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.HUBP.20240831.632","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.HUBP.20240831.632","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.CEP.20241004.633","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.CEP.20241004.633","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.CEP.20240907.634","Great Lakes","Shore","Great Lakes Shore","chinook_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240824.635","Great Lakes","Shore","Great Lakes Shore","coho_salmon","Gamefish"
"MilwaukeeRiver.EBP.20240824.635","Great Lakes","Shore","Great Lakes Shore","catfish_any","Gamefish"
"MilwaukeeRiver.EBP.20240824.636","Great Lakes","Shore","Great Lakes Shore","largemouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.636","Great Lakes","Shore","Great Lakes Shore","round_goby","Other / Non-game"
"MilwaukeeRiver.EBP.20240824.636","Great Lakes","Shore","Great Lakes Shore","brown_trout","Gamefish"
"MilwaukeeRiver.EBP.20240824.636","Great Lakes","Shore","Great Lakes Shore","lake_trout","Gamefish"
"MilwaukeeRiver.EBP.20240824.636","Great Lakes","Shore","Great Lakes Shore","rock_bass","Panfish"
"MilwaukeeRiver.EBP.20240824.637","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
"MilwaukeeRiver.EBP.20240824.637","Great Lakes","Shore","Great Lakes Shore","bluegill","Panfish"
"MilwaukeeRiver.EBP.20240913.638","Great Lakes","Shore","Great Lakes Shore","smallmouth_bass","Gamefish"
